~~ pass : , 044*4591B#9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/30A#067#76#99#373291961627523CB5C86169*.wav" decoded to "3300A#067#76#99#373291961627523C5C86169*" instead of "30A#067#76#99#373291961627523CB5C86169*"
~~ pass : , B55#5#190
~~ pass : , 70307112749
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A2A8626412B#3653*4CC8C342072#33*679C4A4*698A#.wav" decoded to "A2A8626412B#363*4CC8C342072#33*6744*98A#" instead of "A2A8626412B#3653*4CC8C342072#33*679C4A4*698A#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*BCA#C845A#60*2*729A7A53598*B64B#1C02987#060*#A0#.wav" decoded to "**BCA#C845A#60*2**729A7A53598*B4B#1C02987#060*#A0#" instead of "*BCA#C845A#60*2*729A7A53598*B64B#1C02987#060*#A0#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#*9*1#0#0C7223*80#54*#C2027B4246B019A8##0B830A25.wav" decoded to "#*9*1#0#0C7223*80#54*#C2027B4246B019A8##0B830AA25" instead of "#*9*1#0#0C7223*80#54*#C2027B4246B019A8##0B830A25"
~~ pass : , #A79A9*393787
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B6478#50*C#1A15#A6C30888A955#4#8.wav" decoded to "B6478#50*C#1A115#A6C30888A955#4#8" instead of "B6478#50*C#1A15#A6C30888A955#4#8"
~~ pass : , 466A17*0*8#1**02
~~ pass : , 90AB3B296132
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A5C0*0550*95A*399567052A0.wav" decoded to "A5C0**0550**95AA*39956705A0" instead of "A5C0*0550*95A*399567052A0"
~~ pass : , *#8C7#81654#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0BAA813C0388739#11C78A4.wav" decoded to "00BAA813C03739#11C78A4" instead of "0BAA813C0388739#11C78A4"
~~ pass : , 442C4078A#82A146#129#0846146B*#88#184#3
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/6880#*441#A57458100304C4A984.wav" decoded to "6880#*441#A5745810304C4A984" instead of "6880#*441#A57458100304C4A984"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C#2862#7*B858*##88#6A3B#.wav" decoded to "#2862#*B858*##88#6A3B" instead of "C#2862#7*B858*##88#6A3B#"
~~ pass : , *35#*223
~~ pass : , B3#CBB9C480830#7965
~~ pass : , 087A*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B332115191282C729896444C5#CC5505#6.wav" decoded to "B3321151191282C729896444C5#CC505#6" instead of "B332115191282C729896444C5#CC5505#6"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#822019038*849A265*062206A8149A7.wav" decoded to "#8220119038*849A265*062206A8149A7" instead of "#822019038*849A265*062206A8149A7"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/092591*BB653005077608C2204C5*2#23*CB6C16B842A3.wav" decoded to "092591*BB653005077608C22204C5*2#23*CB6C16B842A3" instead of "092591*BB653005077608C2204C5*2#23*CB6C16B842A3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/91760B0080B832C.wav" decoded to "9170B0080B832C" instead of "91760B0080B832C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/3B7A9067B54#3*7AA434ACA4*4C#.wav" decoded to "3B7A9067B54#3**7AAA434ACA4*C##" instead of "3B7A9067B54#3*7AA434ACA4*4C#"
~~ pass : , 566694B069
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*#263C160#53B43C1B91B63*C463A66C*93C*.wav" decoded to "*#263C160#53B43C1B1B63**C463A6C*93C*" instead of "*#263C160#53B43C1B91B63*C463A66C*93C*"
~~ pass : , *B4569*2844A**3ACA768
~~ pass : , 77#99222*B#6797B66611*98
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/6C2070303B*C5#C8290.wav" decoded to "C2070303B*C5#C8290" instead of "6C2070303B*C5#C8290"
~~ pass : , **27B#*C30BC#1A3A*B50
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/303*9#*73A790#74#2ABA31*6A5629##6608A20#5A343.wav" decoded to "303*9#*73A790#7#2ABA31*6A529##6608A20#5A343" instead of "303*9#*73A790#74#2ABA31*6A5629##6608A20#5A343"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/56#81#76377912A294#A035A36033C888#9*5*A*.wav" decoded to "56#81#7637791A294#A035A36033C88#9**5*A*" instead of "56#81#76377912A294#A035A36033C888#9*5*A*"
~~ pass : , 781002C*22BA51
~~ pass : , 3775638C*3B88320#0C2264#BC4468*#9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1306780*A6252*073.wav" decoded to "130670*A6252*073" instead of "1306780*A6252*073"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7656273B16A57#31593*3400C22236B.wav" decoded to "7656273B16A57#3193*3400C22236B" instead of "7656273B16A57#31593*3400C22236B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*1614B7#.wav" decoded to "*16147#" instead of "*1614B7#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A39159*678B1838C2610B87*643*04##6B**C9B*29.wav" decoded to "A391159*6781838C2610B87**64*04##6B**C9B*29" instead of "A39159*678B1838C2610B87*643*04##6B**C9B*29"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/07C8853.wav" decoded to "07C853" instead of "07C8853"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/CB0C2B98.wav" decoded to "C0C2B98" instead of "CB0C2B98"
~~ pass : , #B040*6A7B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7948085#76508806B*6B63CC04790452.wav" decoded to "7948085#7650880B*6B63CC0790452" instead of "7948085#76508806B*6B63CC04790452"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/4*#73A.wav" decoded to "*#73A" instead of "4*#73A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*59B0147#**#*933367605##3B##3C528422#C076AC.wav" decoded to "*59B0147#***#*933367605##3B##3C528422#C076AAC" instead of "*59B0147#**#*933367605##3B##3C528422#C076AC"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9CCB804337536C009#788*42*329B069*#17.wav" decoded to "9CCB80433536C009#788*42*329B069*#17" instead of "9CCB804337536C009#788*42*329B069*#17"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0*A#323A7#0331#31B54282236.wav" decoded to "0*A#323A7#00331#31B54282236" instead of "0*A#323A7#0331#31B54282236"
~~ pass : , 6AB**B61*1*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/43*BA*330*9489159#529*528B799BB34454B2C8BAC68.wav" decoded to "43*BA*330*948159#29*528B799B34454B2C8BAC68" instead of "43*BA*330*9489159#529*528B799BB34454B2C8BAC68"
~~ pass : , 3A2A45#721
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/77252499B8797C969C2C107*#0.wav" decoded to "772522499B8797C969C2C107*#00" instead of "77252499B8797C969C2C107*#0"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0A1#49#953A1B6B#55B219BB689.wav" decoded to "0A1#49#953A1B6B#5B219BB689" instead of "0A1#49#953A1B6B#55B219BB689"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/00B3577.wav" decoded to "00B357" instead of "00B3577"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/66BA1*##19##930.wav" decoded to "66BA1*##119##930" instead of "66BA1*##19##930"
~~ pass : , 5A*3749#B#A#2B22
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1*0A#*C108933.wav" decoded to "1*0A#*C110833" instead of "1*0A#*C108933"
~~ pass : , 4617538B4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/655B668#641868#5C289122791#524*803*6A7#AB3#A.wav" decoded to "655B668#41868#5C289122791#524*803*6A7#AB3#" instead of "655B668#641868#5C289122791#524*803*6A7#AB3#A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/**A639#0*B63.wav" decoded to "**A639#00*B6" instead of "**A639#0*B63"
~~ pass : , 1C58CC3016313248C1B71A8
~~ pass : , C04B031
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/6C0B15691#3B*9*#B83#.wav" decoded to "6C0B1591#3B*9*#B83#" instead of "6C0B15691#3B*9*#B83#"
~~ pass : , 954A0197C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/207745A4A95*9A*1*8226**#8*75.wav" decoded to "207745A4A95*9A**11*82226***#8**75" instead of "207745A4A95*9A*1*8226**#8*75"
~~ pass : , 82#A54*188499946829C35050227#458A386
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A325C3336BB33224A06CBB*BBA41*8A7045*BC069#46.wav" decoded to "325C3336BB33224A06CBB*BA41*8A7045*B069#46" instead of "A325C3336BB33224A06CBB*BBA41*8A7045*BC069#46"
~~ pass : , 409084
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A*#A9B5A9*0#73B6AC2A44362171##5690A57#4C233C7.wav" decoded to "A*#A9B5A*0#73B6AC2A44362171##5690A57#4C233C7" instead of "A*#A9B5A9*0#73B6AC2A44362171##5690A57#4C233C7"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/2#CCBB#7.wav" decoded to "#CCBB#7" instead of "2#CCBB#7"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8A#1372*#221953*12AB77B9B93*4A*24A3*8.wav" decoded to "8A#13372*#221953*12AB77B9B93*4A*24A3*8" instead of "8A#1372*#221953*12AB77B9B93*4A*24A3*8"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/07**548#*A*457803C3#5B994A3.wav" decoded to "07**548#**4578033#5B994A3" instead of "07**548#*A*457803C3#5B994A3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B8713936#12121.wav" decoded to "B871396#12121" instead of "B8713936#12121"
~~ pass : , B12294C12
~~ pass : , C8517#C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B02791481.wav" decoded to "B0279141" instead of "B02791481"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/184*9#7#2A1##27*4AA#832A*3#AAB161A058068.wav" decoded to "184*9#7#2A1##27*4AA#832AA*3#AAB161A058068" instead of "184*9#7#2A1##27*4AA#832A*3#AAB161A058068"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C3820060C92*01C3758954*28646A92B9706706.wav" decoded to "C338200060C92*01C3758954*22846A922B9706706" instead of "C3820060C92*01C3758954*28646A92B9706706"
~~ pass : , AC88C748*8
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/945A21743C111102*9311953.wav" decoded to "945A221743C11110*9111953" instead of "945A21743C111102*9311953"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7341A4AB7CA90*#9512#473#605#74#268605.wav" decoded to "7341AAB7CA90*#9512#473#605#74#228605" instead of "7341A4AB7CA90*#9512#473#605#74#268605"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1*50A088119.wav" decoded to "1*50A0881119" instead of "1*50A088119"
~~ pass : , C53#89#5A0#06B979BA#5*2C569695
~~ pass : , 102C560882*#A958411053
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#574*C0B#943440A#7C*84*4#50C909*0*26677805929*.wav" decoded to "#574*C0B#943440A#7*84*4#50C909*0*2667805929*" instead of "#574*C0B#943440A#7C*84*4#50C909*0*26677805929*"
~~ pass : , 67364
~~ pass : , 4C450*A39B4*0B5C13B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#56BAA5A9.wav" decoded to "#5BAA5A" instead of "#56BAA5A9"
~~ pass : , 321449249
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*86#9155B*BB34745BB706283A706*#C90#C67AB18AB10.wav" decoded to "*86#9155B*BB34745BB706283A706*#90#C67AB18AB10" instead of "*86#9155B*BB34745BB706283A706*#C90#C67AB18AB10"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/82908*BAC6A3*B1B0**5#7B40CA79B*2B75.wav" decoded to "8908*BAC6A3*B1B0***5#7B400CA79B*2B75" instead of "82908*BAC6A3*B1B0**5#7B40CA79B*2B75"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/686094C86499.wav" decoded to "686094C6499" instead of "686094C86499"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A1*3117328415399B#B*0A7108382#95*C624*019B323472.wav" decoded to "A11*311732841539B#B*0A7108382#9*C624*011B323472" instead of "A1*3117328415399B#B*0A7108382#95*C624*019B323472"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7#A425A76CC0792*9533667608150#A0*3390*7.wav" decoded to "7#A425A76CC0792*933667608150#A0*33900*7" instead of "7#A425A76CC0792*9533667608150#A0*3390*7"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*3AB6#4548*9*9#C96770.wav" decoded to "*3AB6#4548*9*9#C9770" instead of "*3AB6#4548*9*9#C96770"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/54A4B590#966CC102CB278#B31*C.wav" decoded to "54A4B590#966CC102CB2278#B31*C" instead of "54A4B590#966CC102CB278#B31*C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0335#812AC89A713*#C35*24A396269645*43296342.wav" decoded to "0335#812AC89A713*#C35**24A396269645*432963422" instead of "0335#812AC89A713*#C35*24A396269645*43296342"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A84335C5C996180C0*3411#CA87A924BC#97407C.wav" decoded to "A84335C5C99180C0*3411#CA87A924BC#9707C" instead of "A84335C5C996180C0*3411#CA87A924BC#97407C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#76C9A*.wav" decoded to "#769A*" instead of "#76C9A*"
~~ pass : , B#5793#508B7845*BC514A8B*2740B94C4628369B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/57A7*7#283BA0.wav" decoded to "57A7*7#283A0" instead of "57A7*7#283BA0"
~~ pass : , C13A*080B9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/16*5168BA0922*7B11*13*560B5446AA80.wav" decoded to "16*5168BA0922*7B11*13560B5446AA80" instead of "16*5168BA0922*7B11*13*560B5446AA80"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/AA393A679501439395CCA91A6CCAC49#C#430#0.wav" decoded to "AA393A679501439395CCA91A6CAC4#C#430#0" instead of "AA393A679501439395CCA91A6CCAC49#C#430#0"
~~ pass : , A0184871392CB7293173*C4A09013A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/487591#1AC983*B180C5281*049A*.wav" decoded to "87591#1AC983*B180C5281*049A*" instead of "487591#1AC983*B180C5281*049A*"
~~ pass : , 1756B87040302C4599A0#*#60126*9B#5*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/05386A04109CC29535*2C1796*5.wav" decoded to "086A0410929535*2C1796*5" instead of "05386A04109CC29535*2C1796*5"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9#1084793B4*8#961C31010.wav" decoded to "9#1084793B4**8#961C31010" instead of "9#1084793B4*8#961C31010"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#*8#5C*02A907A*2B*CCC78*54605*0B3260C2#BBC2.wav" decoded to "#*#5C*02A907A*2**CCC78*505**0B320C2#BB2" instead of "#*8#5C*02A907A*2B*CCC78*54605*0B3260C2#BBC2"
~~ pass : , 02599C4C929C6A*#0
~~ pass : , 616006#2#91A*24
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A4*2808C#C260894##5.wav" decoded to "A4*2808C#C26094##5" instead of "A4*2808C#C260894##5"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/27633C3.wav" decoded to "2633C3" instead of "27633C3"
~~ pass : , 3C2#57*5AC9936
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B*50648747049713*C3CA53BC.wav" decoded to "B**50648747049713*C3CA533C" instead of "B*50648747049713*C3CA53BC"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0#3*3349B98C05725A90#CB13A6B770AB7008A87598#6.wav" decoded to "0#3*3349B98C0572A90##CB13A6B770AB7008A875986" instead of "0#3*3349B98C05725A90#CB13A6B770AB7008A87598#6"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7535BB0CC15BB2.wav" decoded to "7535BB0CC115BB2" instead of "7535BB0CC15BB2"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C07*B65566577#86B43##6353056****47.wav" decoded to "C07*B6566577#8643##6353056****47" instead of "C07*B65566577#86B43##6353056****47"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/6AB#18**1*30335C62B7B2#6A5616A5.wav" decoded to "6AB#18**1*30335C62B7B2#A516AA5" instead of "6AB#18**1*30335C62B7B2#6A5616A5"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0*47*1B167B59371#40395816*9215792.wav" decoded to "0*47*1B16759371#40395816*9215792" instead of "0*47*1B167B59371#40395816*9215792"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5CA8421#3A661841102C57##99C.wav" decoded to "5CA8421#36618411102C57##99C" instead of "5CA8421#3A661841102C57##99C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/14#5B4#A3C85268#0*8B#*C7CAB#.wav" decoded to "1#5B##A3C85268#0*8B#*C7CAB#" instead of "14#5B4#A3C85268#0*8B#*C7CAB#"
~~ pass : , 8911A#C1C548B9#8#*535AA12
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/6908151087#3803BCCA31A062C0#C2B845A863CBA18.wav" decoded to "690811087#3803BCCA31A062C0#C2B845A863CBA18" instead of "6908151087#3803BCCA31A062C0#C2B845A863CBA18"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B73*836*22C73#9B*836*04BB15457704A54.wav" decoded to "73*836**22C73#9B*836*0BB15457704A54" instead of "B73*836*22C73#9B*836*04BB15457704A54"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1#B486CB2827C573BB73A8BC#4B8*C4502#0963A9.wav" decoded to "1#B486CB2827C5733B73A8C#4B8*C4502#0963A9" instead of "1#B486CB2827C573BB73A8BC#4B8*C4502#0963A9"
~~ pass : , 20#*AA289C936
~~ pass : , A8B388249B46B7494CB
~~ pass : , C31*B3#A#7677C*B1671#9C1
~~ pass : , BC8B680569240454*CCA
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1B73*9A3#3702A0.wav" decoded to "1B733**93#3702A0" instead of "1B73*9A3#3702A0"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/170*7175436B.wav" decoded to "170*717543B" instead of "170*7175436B"
~~ pass : , 75B3C662C#806C*C904C6#27576B883248
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/848#1590*6780062B#B58#99#C*622.wav" decoded to "848#1590*678006B#B58#99#C*622" instead of "848#1590*6780062B#B58#99#C*622"
~~ pass : , 4988192604#6A7
~~ pass : , 339C80B8C2#1392B183#00C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/3912A00C991.wav" decoded to "3912A00C91" instead of "3912A00C991"
~~ pass : , 43A#0C2
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/44#71#3262A6752*#B247A*3.wav" decoded to "4#71#3262A6752*#B247A*3" instead of "44#71#3262A6752*#B247A*3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/436733836#2C5685362700833A*2A922054*#B9*00157B58.wav" decoded to "36733836#2C685362700833A*2A922054*#B9*00157B58" instead of "436733836#2C5685362700833A*2A922054*#B9*00157B58"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*3#2#CA3*746642AB159C39#A802C213#81*71#9309.wav" decoded to "*3#2#CA3*7466422AB159C39#A802C213#81*11#9309" instead of "*3#2#CA3*746642AB159C39#A802C213#81*71#9309"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/752774575571A*1C2B*B53B99947*720AB2#C**25917#186.wav" decoded to "5277455571A*11C2B*B53B99947*20AB2#C**25917##186" instead of "752774575571A*1C2B*B53B99947*720AB2#C**25917#186"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/838022B825B*38125#26C7#7.wav" decoded to "838002B825B*381125#26C7#7" instead of "838022B825B*38125#26C7#7"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5525B9C8#5AA8209#96686C6147874B38*B6A14#2162B5.wav" decoded to "5525B8#5AA8209#96686C6147874B3*B6A1#2162B5" instead of "5525B9C8#5AA8209#96686C6147874B38*B6A14#2162B5"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7A8A279315B14459B009A#*9985*74#7#7*46A1#1.wav" decoded to "A8A279315B1449B00A#9985*74#7#7*46AA1#1" instead of "7A8A279315B14459B009A#*9985*74#7#7*46A1#1"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/2802A*1AB7#6B455AA05*2549C*.wav" decoded to "2802A*1AB#B55AA05*2549C*" instead of "2802A*1AB7#6B455AA05*2549C*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/3CA17#B70#433219A4*A59#A5852724AB5.wav" decoded to "3CA17#B70#433219A4**59#A852724AB5" instead of "3CA17#B70#433219A4*A59#A5852724AB5"
~~ pass : , B83A*0#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9153#20322254#*101#86A5A303BB8186693B149.wav" decoded to "9153##20322254#*101#8A5A303BB818693B149" instead of "9153#20322254#*101#86A5A303BB8186693B149"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A*82CB#01367#2*9B639C6B475*.wav" decoded to "A*82CB##001367#2*9B639C6B475*" instead of "A*82CB#01367#2*9B639C6B475*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/09628C6C23793C9*5*#A570#C3C42#*.wav" decoded to "09628C6C23793C9*5*#A570#C33C42#*" instead of "09628C6C23793C9*5*#A570#C3C42#*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7C0#6556A17849B69481780A409*A480*5A#6#**67*3471B7.wav" decoded to "7C0#56AA17849B694817800A09*A48*5A#6#**67*3471B7" instead of "7C0#6556A17849B69481780A409*A480*5A#6#**67*3471B7"
